"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"S5ALB4U2","journalArticle","2015","vom Brocke, Jan; Simons, Alexander; Riemer, Kai; Niehaves, Bjoern; Plattfaut, Ralf; Cleven, Anne","Standing on the Shoulders of Giants: Challenges and Recommendations of Literature Search in Information Systems Research","Communications of the Association for Information Systems","","1529-3181","10.17705/1CAIS.03709","https://aisel.aisnet.org/cais/vol37/iss1/9","","2015-08-01","2024-02-28 22:33:04","2024-02-28 22:33:04","","","","1","37","","","Standing on the Shoulders of Giants","","","","","","","","","","","","","","","","C:\Users\Kuester.Fabian\Zotero\storage\VYUWMAVN\9.html; C:\Users\Kuester.Fabian\Zotero\storage\54X8J3NL\vom Brocke et al. - 2015 - Standing on the Shoulders of Giants Challenges an.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
